epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2237328439950943,1.7934483289718628,0.001,0.04254254326224327,1.8288099765777588
1,0.12060647457838058,1.7932865619659424,0.001,0.048048049211502075,1.7946823835372925
2,0.16433806717395782,1.7917263507843018,0.001,0.09009008854627609,1.7908865213394165
3,0.11741118878126144,1.7914764881134033,0.001,0.10460460186004639,1.7849457263946533
4,0.12956582009792328,1.7914903163909912,0.001,0.10910911113023758,1.7868175506591797
5,0.13514190912246704,1.7925742864608765,0.001,0.1456456482410431,1.7911899089813232
6,0.13946494460105896,1.801038384437561,0.001,0.04054053872823715,1.9398436546325684
7,0.13852515816688538,1.7981451749801636,0.0005,0.04054053872823715,1.8097327947616577
8,0.1301923394203186,1.7964508533477783,0.0005,0.04054053872823715,1.812548279762268
9,0.1338888555765152,1.7969568967819214,0.0005,0.3513513505458832,1.771340250968933
10,0.15537872910499573,1.794974684715271,0.0005,0.10610610246658325,1.793355107307434
11,0.11853893846273422,1.7966169118881226,0.0005,0.10610610246658325,1.7906694412231445
12,0.14178310334682465,1.7939058542251587,0.0005,0.2742742598056793,1.7806382179260254
13,0.16032829880714417,1.7939108610153198,0.00025,0.08908908814191818,1.7849427461624146
14,0.1377733200788498,1.793039083480835,0.00025,0.0400400385260582,1.7920554876327515
15,0.11290019750595093,1.792746901512146,0.00025,0.35035035014152527,1.7785636186599731
16,0.19190527498722076,1.7925710678100586,0.000125,0.04054053872823715,1.8074628114700317
17,0.11064469814300537,1.792864441871643,0.000125,0.13713712990283966,1.789711356163025
18,0.1326984465122223,1.7918909788131714,0.000125,0.0400400385260582,1.8126671314239502
19,0.09053317457437515,1.792572259902954,6.25e-05,0.2742742598056793,1.7907557487487793
20,0.10889042168855667,1.7925082445144653,6.25e-05,0.10610610246658325,1.7863644361495972
21,0.16327297687530518,1.7919464111328125,6.25e-05,0.35035035014152527,1.7843364477157593
22,0.19810788333415985,1.7913345098495483,3.125e-05,0.10860861092805862,1.791317105293274
23,0.12398972362279892,1.792036533355713,3.125e-05,0.13713712990283966,1.7920457124710083
24,0.12931521236896515,1.7916489839553833,3.125e-05,0.3498498499393463,1.7885445356369019
