epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.2268654853105545,1.7931735515594482,0.001,0.04154154285788536,1.8175039291381836
1,0.12148361653089523,1.7928448915481567,0.001,0.060060061514377594,1.794420599937439
2,0.16828519105911255,1.7922084331512451,0.001,0.08958958834409714,1.7959167957305908
3,0.08740054070949554,1.7906924486160278,0.001,0.11961962282657623,1.777055263519287
4,0.2194724678993225,1.7728270292282104,0.001,0.36636635661125183,1.7341959476470947
5,0.22360754013061523,1.7721245288848877,0.001,0.342342346906662,1.7847418785095215
6,0.20631539821624756,1.7736852169036865,0.001,0.042042043060064316,1.8104008436203003
7,0.13069356977939606,1.7936745882034302,0.001,0.04154154285788536,1.8182218074798584
8,0.14197105169296265,1.776044487953186,0.0005,0.17917917668819427,1.70411217212677
9,0.2079443633556366,1.6787097454071045,0.0005,0.4124124050140381,1.5342638492584229
10,0.22329427301883698,1.6086468696594238,0.0005,0.25925925374031067,1.4957807064056396
11,0.26238957047462463,1.5725222826004028,0.0005,0.282282292842865,1.425268530845642
12,0.26652464270591736,1.5380496978759766,0.0005,0.2732732594013214,1.4851970672607422
13,0.2913977801799774,1.504381537437439,0.0005,0.3398398458957672,1.4281445741653442
14,0.29966795444488525,1.4597275257110596,0.0005,0.32932934165000916,1.3837428092956543
15,0.2970365285873413,1.3894546031951904,0.0005,0.42042040824890137,1.2707432508468628
16,0.3376981317996979,1.330348014831543,0.0005,0.35635635256767273,1.326035499572754
17,0.36927512288093567,1.2863160371780396,0.0005,0.4834834933280945,1.2216373682022095
18,0.41501158475875854,1.2453054189682007,0.0005,0.5010010004043579,1.1632089614868164
19,0.44308000802993774,1.1882250308990479,0.0005,0.511011004447937,1.166111946105957
20,0.4856838583946228,1.1455755233764648,0.0005,0.5810810923576355,1.0472263097763062
21,0.5076122879981995,1.1044657230377197,0.0005,0.5835835933685303,1.0356985330581665
22,0.5322974920272827,1.053065538406372,0.0005,0.6261261105537415,0.9814936518669128
23,0.5529728531837463,1.0180481672286987,0.0005,0.6671671867370605,0.8672881722450256
24,0.5730217695236206,0.9739628434181213,0.0005,0.6686686873435974,0.8645842671394348
25,0.574149489402771,0.9423635601997375,0.0005,0.6801801919937134,0.8270090222358704
26,0.5911283493041992,0.9071686863899231,0.0005,0.7002002000808716,0.8167813420295715
27,0.602405846118927,0.8974475860595703,0.0005,0.7152152061462402,0.7821466326713562
28,0.6161268353462219,0.8665096759796143,0.0005,0.7232232093811035,0.7472477555274963
29,0.6256500482559204,0.8370952606201172,0.0005,0.6746746897697449,0.8411650061607361
30,0.6302236914634705,0.8194689154624939,0.0005,0.707207202911377,0.782011091709137
31,0.6388071179389954,0.8017086386680603,0.0005,0.7302302122116089,0.7129327654838562
32,0.6425036191940308,0.7742033004760742,0.0005,0.7457457184791565,0.6648868322372437
33,0.6503978371620178,0.7782774567604065,0.0005,0.7632632851600647,0.6207748055458069
34,0.660735547542572,0.7505279183387756,0.0005,0.7632632851600647,0.6403346657752991
35,0.6696949005126953,0.7316135764122009,0.0005,0.7532532811164856,0.6618785262107849
36,0.6852327585220337,0.7052023410797119,0.0005,0.7787787914276123,0.5708841681480408
37,0.6820374727249146,0.6989026069641113,0.0005,0.7857857942581177,0.5791301131248474
38,0.6930643320083618,0.6786414384841919,0.0005,0.7892892956733704,0.5531877279281616
39,0.6908714771270752,0.6760684847831726,0.0005,0.7792792916297913,0.5701714754104614
40,0.698765754699707,0.6557184457778931,0.0005,0.7982982993125916,0.5379927754402161
41,0.7075997591018677,0.6384269595146179,0.0005,0.8143143057823181,0.5065416693687439
42,0.7160578966140747,0.6269862651824951,0.0005,0.7972972989082336,0.5346681475639343
43,0.7219472527503967,0.6100050806999207,0.0005,0.7852852940559387,0.5617399215698242
44,0.7267715334892273,0.6022827625274658,0.0005,0.8288288116455078,0.4402886629104614
45,0.7312198281288147,0.6035707592964172,0.0005,0.8253253102302551,0.4684264361858368
46,0.7433744668960571,0.571658730506897,0.0005,0.8128128051757812,0.48066186904907227
47,0.74149489402771,0.5703768134117126,0.0005,0.8448448181152344,0.4244702160358429
48,0.7518952488899231,0.5642474293708801,0.0005,0.8103103041648865,0.48324495553970337
49,0.752020537853241,0.5458610653877258,0.0005,0.8333333134651184,0.4523036777973175
