epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.17511434853076935,1.7934181690216064,0.001,0.042042043060064316,1.8300162553787231
1,0.12330054491758347,1.7932220697402954,0.001,0.04254254326224327,1.794702172279358
2,0.1588246375322342,1.7917594909667969,0.001,0.09059058874845505,1.789754033088684
3,0.11559426039457321,1.7908960580825806,0.001,0.1066066101193428,1.785071611404419
4,0.14278553426265717,1.790627360343933,0.001,0.13863864541053772,1.7894740104675293
5,0.15093038976192474,1.7902647256851196,0.001,0.27627629041671753,1.7899413108825684
6,0.15287262201309204,1.7892988920211792,0.001,0.04354354366660118,1.792035698890686
7,0.12367646396160126,1.7879713773727417,0.0005,0.2767767906188965,1.7908728122711182
8,0.1543762981891632,1.7876930236816406,0.0005,0.342342346906662,1.7868247032165527
9,0.18288327753543854,1.7860815525054932,0.0005,0.3433433473110199,1.79352605342865
10,0.1444145143032074,1.7848683595657349,0.00025,0.26376375555992126,1.7913011312484741
11,0.18219409883022308,1.784352421760559,0.00025,0.10710711032152176,1.7970491647720337
12,0.10663492232561111,1.783041000366211,0.00025,0.2657657563686371,1.7856183052062988
13,0.221790611743927,1.782713770866394,0.000125,0.09709709882736206,1.7905399799346924
14,0.12593196332454681,1.7816274166107178,0.000125,0.12512512505054474,1.7916464805603027
15,0.12154626846313477,1.7809972763061523,0.000125,0.13863864541053772,1.7925002574920654
16,0.19359689950942993,1.7804057598114014,6.25e-05,0.12712712585926056,1.7927926778793335
17,0.1354551762342453,1.7808064222335815,6.25e-05,0.15515515208244324,1.7922227382659912
18,0.16734540462493896,1.7801109552383423,6.25e-05,0.12162162363529205,1.7937517166137695
