epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.20531295239925385,1.7934306859970093,0.001,0.04354354366660118,1.811318039894104
1,0.12236075103282928,1.7927007675170898,0.001,0.054054055362939835,1.794244408607483
2,0.12799949944019318,1.791934847831726,0.001,0.08808808773756027,1.7924209833145142
3,0.13244783878326416,1.7896897792816162,0.001,0.2757757902145386,1.692994475364685
4,0.1705406904220581,1.7753528356552124,0.001,0.1911911964416504,1.6350245475769043
5,0.20706722140312195,1.733951449394226,0.001,0.3753753900527954,1.5325599908828735
6,0.15349915623664856,1.7535744905471802,0.001,0.16416417062282562,1.8307687044143677
7,0.22874507308006287,1.6786048412322998,0.001,0.06906907260417938,1.7493349313735962
8,0.17179374396800995,1.77993905544281,0.001,0.04154154285788536,1.7961773872375488
9,0.14961469173431396,1.7864043712615967,0.0005,0.3508508503437042,1.7825864553451538
10,0.18037717044353485,1.78178870677948,0.0005,0.09859859943389893,1.7828280925750732
11,0.19033895432949066,1.7765480279922485,0.0005,0.04654654487967491,1.7853856086730957
12,0.21853266656398773,1.7679023742675781,0.00025,0.10610610246658325,1.7428126335144043
13,0.2502349615097046,1.7447388172149658,0.00025,0.1321321278810501,1.6978387832641602
14,0.20431050658226013,1.708666205406189,0.00025,0.38488489389419556,1.6776926517486572
15,0.29828956723213196,1.7132775783538818,0.000125,0.14364364743232727,1.6896653175354004
16,0.30098363757133484,1.7107218503952026,0.000125,0.14864864945411682,1.6760977506637573
17,0.26633670926094055,1.6906381845474243,0.000125,0.39939939975738525,1.6063833236694336
18,0.31658416986465454,1.657344937324524,6.25e-05,0.1756756752729416,1.584159255027771
19,0.275922566652298,1.6627031564712524,6.25e-05,0.3968968987464905,1.5758105516433716
20,0.2564375698566437,1.6521921157836914,6.25e-05,0.36486485600471497,1.5632705688476562
