epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.22542446851730347,1.7932300567626953,0.001,0.13813814520835876,1.8014874458312988
1,0.12442829459905624,1.7923685312271118,0.001,0.1066066101193428,1.789626121520996
2,0.1449783891439438,1.7914279699325562,0.001,0.09059058874845505,1.7998818159103394
3,0.09040787070989609,1.790489912033081,0.001,0.09009008854627609,1.7930419445037842
4,0.1861412227153778,1.7901372909545898,0.001,0.34634634852409363,1.7845711708068848
5,0.16809724271297455,1.7890411615371704,0.001,0.08958958834409714,1.799532175064087
6,0.1500532478094101,1.7889361381530762,0.001,0.34184184670448303,1.780842661857605
7,0.13764801621437073,1.7888919115066528,0.001,0.04154154285788536,1.7917201519012451
8,0.12342584878206253,1.7881525754928589,0.001,0.34734734892845154,1.77798593044281
9,0.18382306396961212,1.7870116233825684,0.001,0.13613612949848175,1.7995976209640503
10,0.16828519105911255,1.7853295803070068,0.001,0.09809809923171997,1.8068327903747559
11,0.16753336787223816,1.7850463390350342,0.001,0.043043043464422226,1.806011438369751
12,0.09134765714406967,1.7821139097213745,0.0005,0.3323323428630829,1.789927363395691
13,0.18733161687850952,1.781336784362793,0.0005,0.08808808773756027,1.7988959550857544
14,0.13670822978019714,1.7786126136779785,0.0005,0.33033034205436707,1.787529706954956
15,0.14591817557811737,1.7772531509399414,0.00025,0.10960961133241653,1.798935055732727
16,0.25223982334136963,1.7751905918121338,0.00025,0.08858858793973923,1.8044102191925049
17,0.12373911589384079,1.7734841108322144,0.00025,0.26526525616645813,1.791110634803772
18,0.15519078075885773,1.7718487977981567,0.000125,0.12162162363529205,1.8025296926498413
19,0.1484869420528412,1.7700631618499756,0.000125,0.22822822630405426,1.7987775802612305
20,0.19340893626213074,1.7668777704238892,0.000125,0.22372372448444366,1.783592939376831
21,0.14861224591732025,1.744368553161621,6.25e-05,0.12962962687015533,1.7651342153549194
22,0.1373974084854126,1.7213175296783447,6.25e-05,0.15265265107154846,1.7403110265731812
23,0.15393772721290588,1.6898455619812012,6.25e-05,0.14614614844322205,1.7162665128707886
24,0.17310945689678192,1.662271499633789,6.25e-05,0.19069069623947144,1.6801046133041382
25,0.19209322333335876,1.6483027935028076,6.25e-05,0.21071070432662964,1.632830262184143
26,0.21446025371551514,1.62282133102417,6.25e-05,0.19519519805908203,1.6007542610168457
27,0.22818119823932648,1.606501817703247,6.25e-05,0.24024024605751038,1.5650025606155396
28,0.24252866208553314,1.583072304725647,6.25e-05,0.2332332283258438,1.542927861213684
29,0.2613871395587921,1.5747753381729126,6.25e-05,0.2422422468662262,1.5989335775375366
30,0.2611991763114929,1.563883900642395,6.25e-05,0.25275275111198425,1.5713939666748047
31,0.26928138732910156,1.5478572845458984,6.25e-05,0.2687687575817108,1.519575595855713
32,0.2811853885650635,1.5417823791503906,6.25e-05,0.27377375960350037,1.5246940851211548
33,0.28870370984077454,1.5344792604446411,6.25e-05,0.2732732594013214,1.4996689558029175
34,0.30117160081863403,1.5251597166061401,6.25e-05,0.304304301738739,1.4991730451583862
35,0.2981642782688141,1.5102273225784302,6.25e-05,0.30080080032348633,1.4941238164901733
36,0.3073115646839142,1.5036042928695679,6.25e-05,0.315315306186676,1.4715209007263184
37,0.3085019588470459,1.5060654878616333,6.25e-05,0.29729729890823364,1.4825260639190674
38,0.3112587034702301,1.4967892169952393,6.25e-05,0.32932934165000916,1.4863553047180176
39,0.3229120969772339,1.4930734634399414,6.25e-05,0.3443443477153778,1.466619849205017
40,0.3209698498249054,1.48404860496521,6.25e-05,0.32482481002807617,1.466083288192749
41,0.3194662034511566,1.479521632194519,6.25e-05,0.3623623549938202,1.4524518251419067
42,0.339264452457428,1.4703476428985596,6.25e-05,0.33033034205436707,1.4870975017547607
43,0.3429609537124634,1.463826060295105,6.25e-05,0.3408408463001251,1.4778786897659302
44,0.3353799879550934,1.456464409828186,6.25e-05,0.3568568527698517,1.4435536861419678
45,0.3407054841518402,1.4502016305923462,6.25e-05,0.330830842256546,1.4650306701660156
46,0.35166969895362854,1.457380771636963,6.25e-05,0.353353351354599,1.4779099225997925
47,0.3480358421802521,1.448410153388977,6.25e-05,0.34284284710884094,1.4511661529541016
48,0.34327423572540283,1.4461430311203003,3.125e-05,0.36636635661125183,1.4440534114837646
49,0.3506045937538147,1.4398367404937744,3.125e-05,0.3558558523654938,1.4599506855010986
